sim_id	query_name	thread_id	thread_type	order_id	number_of_results	runtime	flag	correct
Flu_N1_64_Ont_Def_3	queries/xnh	1	warmup	1	0	0.009217805	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnh	38	stress	205	0	0.006582779	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnh	37	stress	1054	0	0.35473526	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnh	40	stress	359	0	0.00459539	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnh	35	stress	897	0	0.005391559000000001	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnh	36	stress	6	0	0.005756132	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xev	1	warmup	2	1	0.018755031000000002	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xev	38	stress	713	1	219.77655433099997	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xev	37	stress	1146	-1	1200.0	TIMEOUT	INCORRECT
Flu_N1_64_Ont_Def_3	queries/xev	40	stress	1145	1	56.733669532	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xev	35	stress	155	1	1.6533835080000001	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xev	36	stress	1113	1	0.7930306859999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xci	1	warmup	3	0	0.010071877	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xci	38	stress	137	0	2.78015033	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xci	37	stress	957	0	0.007854674	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xci	40	stress	958	0	0.9737927559999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xci	35	stress	687	0	0.258628495	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xci	36	stress	130	0	0.004406254	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnc	1	warmup	4	1	0.262786895	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnc	38	stress	400	1	103.2118203	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnc	37	stress	653	1	2.138848609	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnc	40	stress	306	1	13.708340455	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnc	35	stress	953	1	0.450170699	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xnc	36	stress	1145	1	0.053781271	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xzabw	1	warmup	5	0	0.009283835	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xzabw	38	stress	1160	0	0.00487133	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xzabw	37	stress	411	0	0.008861765	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xzabw	40	stress	902	0	0.005638791999999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xzabw	35	stress	1034	0	221.63216976400003	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xzabw	36	stress	179	0	130.304554989	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xww	1	warmup	6	5	0.011215217	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xww	38	stress	1035	5	0.005119804	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xww	37	stress	361	5	0.008138199	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xww	40	stress	370	5	0.008827769999999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xww	35	stress	651	5	0.004654517	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xww	36	stress	732	5	3.529105804	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_3	queries/xcj	1	warmup	7	1	0.08760591599999999	SUCCESS	CORRECT
