sim_id	query_name	number_of_results
Vir_N1_64_Ont_Opt	queries/xaa	1
Vir_N1_64_Ont_Opt	queries/xab	2
Vir_N1_64_Ont_Opt	queries/xac	1
Vir_N1_64_Ont_Opt	queries/xad	0
Vir_N1_64_Ont_Opt	queries/xae	1
Vir_N1_64_Ont_Opt	queries/xaf	0
Vir_N1_64_Ont_Opt	queries/xag	1
Vir_N1_64_Ont_Opt	queries/xah	0
Vir_N1_64_Ont_Opt	queries/xai	1
Vir_N1_64_Ont_Opt	queries/xaj	2
Vir_N1_64_Ont_Opt	queries/xak	1
Vir_N1_64_Ont_Opt	queries/xal	1
Vir_N1_64_Ont_Opt	queries/xam	0
Vir_N1_64_Ont_Opt	queries/xan	1
Vir_N1_64_Ont_Opt	queries/xao	0
Vir_N1_64_Ont_Opt	queries/xap	0
Vir_N1_64_Ont_Opt	queries/xaq	1
Vir_N1_64_Ont_Opt	queries/xar	1
Vir_N1_64_Ont_Opt	queries/xas	5
Vir_N1_64_Ont_Opt	queries/xat	1
Vir_N1_64_Ont_Opt	queries/xau	0
Vir_N1_64_Ont_Opt	queries/xav	4
Vir_N1_64_Ont_Opt	queries/xaw	1
Vir_N1_64_Ont_Opt	queries/xax	1
Vir_N1_64_Ont_Opt	queries/xay	0
Vir_N1_64_Ont_Opt	queries/xaz	1
Vir_N1_64_Ont_Opt	queries/xba	0
Vir_N1_64_Ont_Opt	queries/xbb	0
Vir_N1_64_Ont_Opt	queries/xbc	1
Vir_N1_64_Ont_Opt	queries/xbd	0
Vir_N1_64_Ont_Opt	queries/xbe	1
Vir_N1_64_Ont_Opt	queries/xbf	0
Vir_N1_64_Ont_Opt	queries/xbg	1
Vir_N1_64_Ont_Opt	queries/xbh	1
Vir_N1_64_Ont_Opt	queries/xbi	0
Vir_N1_64_Ont_Opt	queries/xbj	1
Vir_N1_64_Ont_Opt	queries/xbk	1
Vir_N1_64_Ont_Opt	queries/xbl	0
Vir_N1_64_Ont_Opt	queries/xbm	1
Vir_N1_64_Ont_Opt	queries/xbn	1
Vir_N1_64_Ont_Opt	queries/xbo	1
Vir_N1_64_Ont_Opt	queries/xbq	1
