sim_id	query_name	number_of_results
Fus_N1_64_W100_Def	C1/C1_split0.sparql	201
Fus_N1_64_W100_Def	C1/C1_split1.sparql	201
Fus_N1_64_W100_Def	C1/C1_split10.sparql	201
Fus_N1_64_W100_Def	C1/C1_split11.sparql	201
Fus_N1_64_W100_Def	C1/C1_split12.sparql	201
Fus_N1_64_W100_Def	C1/C1_split13.sparql	201
Fus_N1_64_W100_Def	C1/C1_split14.sparql	201
Fus_N1_64_W100_Def	C1/C1_split15.sparql	201
Fus_N1_64_W100_Def	C1/C1_split16.sparql	201
Fus_N1_64_W100_Def	C1/C1_split17.sparql	201
Fus_N1_64_W100_Def	C1/C1_split18.sparql	201
Fus_N1_64_W100_Def	C1/C1_split19.sparql	201
Fus_N1_64_W100_Def	C1/C1_split2.sparql	201
Fus_N1_64_W100_Def	C1/C1_split3.sparql	201
Fus_N1_64_W100_Def	C1/C1_split4.sparql	201
Fus_N1_64_W100_Def	C1/C1_split5.sparql	201
Fus_N1_64_W100_Def	C1/C1_split6.sparql	201
Fus_N1_64_W100_Def	C1/C1_split7.sparql	201
Fus_N1_64_W100_Def	C1/C1_split8.sparql	201
Fus_N1_64_W100_Def	C1/C1_split9.sparql	201
Fus_N1_64_W100_Def	F2/F2_split0.sparql	34
Fus_N1_64_W100_Def	F2/F2_split1.sparql	60
Fus_N1_64_W100_Def	F2/F2_split10.sparql	152
Fus_N1_64_W100_Def	F2/F2_split11.sparql	4
Fus_N1_64_W100_Def	F2/F2_split12.sparql	3
Fus_N1_64_W100_Def	F2/F2_split13.sparql	56
Fus_N1_64_W100_Def	F2/F2_split14.sparql	113
Fus_N1_64_W100_Def	F2/F2_split15.sparql	14
Fus_N1_64_W100_Def	F2/F2_split16.sparql	93
Fus_N1_64_W100_Def	F2/F2_split17.sparql	117
Fus_N1_64_W100_Def	F2/F2_split18.sparql	103
Fus_N1_64_W100_Def	F2/F2_split19.sparql	7
Fus_N1_64_W100_Def	F2/F2_split2.sparql	124
Fus_N1_64_W100_Def	F2/F2_split3.sparql	7
Fus_N1_64_W100_Def	F2/F2_split4.sparql	75
Fus_N1_64_W100_Def	F2/F2_split5.sparql	17
Fus_N1_64_W100_Def	F2/F2_split6.sparql	31
Fus_N1_64_W100_Def	F2/F2_split7.sparql	126
Fus_N1_64_W100_Def	F2/F2_split8.sparql	118
Fus_N1_64_W100_Def	F2/F2_split9.sparql	8
Fus_N1_64_W100_Def	F4/F4_split0.sparql	276
Fus_N1_64_W100_Def	F4/F4_split1.sparql	221
Fus_N1_64_W100_Def	F4/F4_split10.sparql	273
Fus_N1_64_W100_Def	F4/F4_split11.sparql	333
Fus_N1_64_W100_Def	F4/F4_split12.sparql	215
Fus_N1_64_W100_Def	F4/F4_split13.sparql	175
Fus_N1_64_W100_Def	F4/F4_split14.sparql	299
Fus_N1_64_W100_Def	F4/F4_split15.sparql	217
Fus_N1_64_W100_Def	F4/F4_split16.sparql	163
Fus_N1_64_W100_Def	F4/F4_split17.sparql	217
Fus_N1_64_W100_Def	F4/F4_split18.sparql	154
Fus_N1_64_W100_Def	F4/F4_split19.sparql	102
Fus_N1_64_W100_Def	F4/F4_split2.sparql	309
Fus_N1_64_W100_Def	F4/F4_split3.sparql	296
Fus_N1_64_W100_Def	F4/F4_split4.sparql	276
Fus_N1_64_W100_Def	F4/F4_split5.sparql	103
Fus_N1_64_W100_Def	F4/F4_split6.sparql	173
Fus_N1_64_W100_Def	F4/F4_split7.sparql	402
Fus_N1_64_W100_Def	F4/F4_split8.sparql	287
Fus_N1_64_W100_Def	F4/F4_split9.sparql	393
Fus_N1_64_W100_Def	F5/F5_split0.sparql	34
Fus_N1_64_W100_Def	F5/F5_split1.sparql	15
Fus_N1_64_W100_Def	F5/F5_split10.sparql	29
Fus_N1_64_W100_Def	F5/F5_split12.sparql	39
Fus_N1_64_W100_Def	F5/F5_split13.sparql	41
Fus_N1_64_W100_Def	F5/F5_split14.sparql	41
Fus_N1_64_W100_Def	F5/F5_split15.sparql	55
Fus_N1_64_W100_Def	F5/F5_split16.sparql	30
Fus_N1_64_W100_Def	F5/F5_split17.sparql	24
