sim_id	query_name	number_of_results
Vir_N3_64_Ont_Opt_2	queries/xaa	1
Vir_N3_64_Ont_Opt_2	queries/xab	0
Vir_N3_64_Ont_Opt_2	queries/xac	0
Vir_N3_64_Ont_Opt_2	queries/xad	0
Vir_N3_64_Ont_Opt_2	queries/xae	1
Vir_N3_64_Ont_Opt_2	queries/xag	1
Vir_N3_64_Ont_Opt_2	queries/xah	0
Vir_N3_64_Ont_Opt_2	queries/xai	0
Vir_N3_64_Ont_Opt_2	queries/xak	1
Vir_N3_64_Ont_Opt_2	queries/xal	0
Vir_N3_64_Ont_Opt_2	queries/xam	0
Vir_N3_64_Ont_Opt_2	queries/xan	0
Vir_N3_64_Ont_Opt_2	queries/xao	0
Vir_N3_64_Ont_Opt_2	queries/xap	0
Vir_N3_64_Ont_Opt_2	queries/xaq	0
Vir_N3_64_Ont_Opt_2	queries/xar	0
Vir_N3_64_Ont_Opt_2	queries/xas	0
Vir_N3_64_Ont_Opt_2	queries/xat	0
Vir_N3_64_Ont_Opt_2	queries/xau	0
Vir_N3_64_Ont_Opt_2	queries/xav	0
Vir_N3_64_Ont_Opt_2	queries/xaw	1
Vir_N3_64_Ont_Opt_2	queries/xax	1
Vir_N3_64_Ont_Opt_2	queries/xay	0
Vir_N3_64_Ont_Opt_2	queries/xaz	0
Vir_N3_64_Ont_Opt_2	queries/xba	0
Vir_N3_64_Ont_Opt_2	queries/xbb	0
Vir_N3_64_Ont_Opt_2	queries/xbc	0
Vir_N3_64_Ont_Opt_2	queries/xbe	1
Vir_N3_64_Ont_Opt_2	queries/xbf	0
Vir_N3_64_Ont_Opt_2	queries/xbg	1
Vir_N3_64_Ont_Opt_2	queries/xbh	1
Vir_N3_64_Ont_Opt_2	queries/xbi	0
Vir_N3_64_Ont_Opt_2	queries/xbj	1
Vir_N3_64_Ont_Opt_2	queries/xbl	0
Vir_N3_64_Ont_Opt_2	queries/xbm	1
Vir_N3_64_Ont_Opt_2	queries/xbn	1
Vir_N3_64_Ont_Opt_2	queries/xbo	1
Vir_N3_64_Ont_Opt_2	queries/xbq	0
Vir_N3_64_Ont_Opt_2	queries/xbt	1
Vir_N3_64_Ont_Opt_2	queries/xbu	1
Vir_N3_64_Ont_Opt_2	queries/xbv	1
Vir_N3_64_Ont_Opt_2	queries/xbw	0
Vir_N3_64_Ont_Opt_2	queries/xby	0
Vir_N3_64_Ont_Opt_2	queries/xbz	0
Vir_N3_64_Ont_Opt_2	queries/xca	0
Vir_N3_64_Ont_Opt_2	queries/xcb	1
Vir_N3_64_Ont_Opt_2	queries/xcc	0
Vir_N3_64_Ont_Opt_2	queries/xcd	1
Vir_N3_64_Ont_Opt_2	queries/xce	0
Vir_N3_64_Ont_Opt_2	queries/xcf	0
Vir_N3_64_Ont_Opt_2	queries/xcg	0
Vir_N3_64_Ont_Opt_2	queries/xch	1
Vir_N3_64_Ont_Opt_2	queries/xci	0
Vir_N3_64_Ont_Opt_2	queries/xcj	1
Vir_N3_64_Ont_Opt_2	queries/xck	1
Vir_N3_64_Ont_Opt_2	queries/xcl	1
Vir_N3_64_Ont_Opt_2	queries/xcm	1
Vir_N3_64_Ont_Opt_2	queries/xcn	1
Vir_N3_64_Ont_Opt_2	queries/xco	0
Vir_N3_64_Ont_Opt_2	queries/xcp	1
Vir_N3_64_Ont_Opt_2	queries/xcs	1
Vir_N3_64_Ont_Opt_2	queries/xct	0
Vir_N3_64_Ont_Opt_2	queries/xcv	1
Vir_N3_64_Ont_Opt_2	queries/xcw	1
Vir_N3_64_Ont_Opt_2	queries/xcx	0
Vir_N3_64_Ont_Opt_2	queries/xcy	1
Vir_N3_64_Ont_Opt_2	queries/xcz	0
Vir_N3_64_Ont_Opt_2	queries/xda	0
Vir_N3_64_Ont_Opt_2	queries/xdc	0
Vir_N3_64_Ont_Opt_2	queries/xdd	0
Vir_N3_64_Ont_Opt_2	queries/xde	1
Vir_N3_64_Ont_Opt_2	queries/xdf	0
Vir_N3_64_Ont_Opt_2	queries/xdg	0
Vir_N3_64_Ont_Opt_2	queries/xdh	0
Vir_N3_64_Ont_Opt_2	queries/xdi	0
Vir_N3_64_Ont_Opt_2	queries/xdj	0
Vir_N3_64_Ont_Opt_2	queries/xdk	1
Vir_N3_64_Ont_Opt_2	queries/xdl	1
Vir_N3_64_Ont_Opt_2	queries/xdm	0
Vir_N3_64_Ont_Opt_2	queries/xdn	0
Vir_N3_64_Ont_Opt_2	queries/xdo	0
Vir_N3_64_Ont_Opt_2	queries/xdq	0
Vir_N3_64_Ont_Opt_2	queries/xdr	0
Vir_N3_64_Ont_Opt_2	queries/xds	0
Vir_N3_64_Ont_Opt_2	queries/xdt	0
Vir_N3_64_Ont_Opt_2	queries/xdu	0
Vir_N3_64_Ont_Opt_2	queries/xdv	0
Vir_N3_64_Ont_Opt_2	queries/xdw	1
