sim_id	query_name	number_of_results
ES_N1_64_W1000_Def	C1/C1_split0.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split13.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split14.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split16.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split19.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split2.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split3.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split4.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split7.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split8.sparql	1424
ES_N1_64_W1000_Def	C1/C1_split9.sparql	1424
ES_N1_64_W1000_Def	C2/C2_split16.sparql	342
ES_N1_64_W1000_Def	C2/C2_split18.sparql	342
ES_N1_64_W1000_Def	C2/C2_split19.sparql	342
ES_N1_64_W1000_Def	C2/C2_split6.sparql	342
ES_N1_64_W1000_Def	F1/F1_split0.sparql	251
ES_N1_64_W1000_Def	F1/F1_split1.sparql	251
ES_N1_64_W1000_Def	F1/F1_split10.sparql	166
ES_N1_64_W1000_Def	F1/F1_split11.sparql	81
ES_N1_64_W1000_Def	F1/F1_split12.sparql	12
ES_N1_64_W1000_Def	F1/F1_split13.sparql	371
ES_N1_64_W1000_Def	F1/F1_split14.sparql	244
ES_N1_64_W1000_Def	F1/F1_split15.sparql	3
ES_N1_64_W1000_Def	F1/F1_split16.sparql	87
ES_N1_64_W1000_Def	F1/F1_split17.sparql	488
ES_N1_64_W1000_Def	F1/F1_split18.sparql	3
ES_N1_64_W1000_Def	F1/F1_split19.sparql	371
ES_N1_64_W1000_Def	F1/F1_split2.sparql	251
ES_N1_64_W1000_Def	F1/F1_split3.sparql	135
ES_N1_64_W1000_Def	F1/F1_split4.sparql	440
ES_N1_64_W1000_Def	F1/F1_split5.sparql	325
ES_N1_64_W1000_Def	F1/F1_split6.sparql	870
ES_N1_64_W1000_Def	F1/F1_split7.sparql	440
ES_N1_64_W1000_Def	F1/F1_split8.sparql	166
ES_N1_64_W1000_Def	F1/F1_split9.sparql	12
ES_N1_64_W1000_Def	F2/F2_split0.sparql	75
ES_N1_64_W1000_Def	F2/F2_split1.sparql	793
ES_N1_64_W1000_Def	F2/F2_split10.sparql	884
ES_N1_64_W1000_Def	F2/F2_split11.sparql	399
ES_N1_64_W1000_Def	F2/F2_split12.sparql	961
ES_N1_64_W1000_Def	F2/F2_split13.sparql	232
ES_N1_64_W1000_Def	F2/F2_split14.sparql	607
ES_N1_64_W1000_Def	F2/F2_split15.sparql	607
ES_N1_64_W1000_Def	F2/F2_split16.sparql	569
ES_N1_64_W1000_Def	F2/F2_split17.sparql	884
ES_N1_64_W1000_Def	F2/F2_split18.sparql	793
ES_N1_64_W1000_Def	F2/F2_split19.sparql	30
ES_N1_64_W1000_Def	F2/F2_split2.sparql	30
ES_N1_64_W1000_Def	F2/F2_split3.sparql	24
ES_N1_64_W1000_Def	F2/F2_split4.sparql	793
ES_N1_64_W1000_Def	F2/F2_split5.sparql	1116
ES_N1_64_W1000_Def	F2/F2_split6.sparql	565
ES_N1_64_W1000_Def	F2/F2_split7.sparql	1141
ES_N1_64_W1000_Def	F2/F2_split8.sparql	565
ES_N1_64_W1000_Def	F2/F2_split9.sparql	1141
ES_N1_64_W1000_Def	F3/F3_split0.sparql	40
ES_N1_64_W1000_Def	F3/F3_split10.sparql	256
ES_N1_64_W1000_Def	F3/F3_split11.sparql	3506
ES_N1_64_W1000_Def	F3/F3_split12.sparql	1425
ES_N1_64_W1000_Def	F3/F3_split14.sparql	3511
ES_N1_64_W1000_Def	F3/F3_split15.sparql	1003
ES_N1_64_W1000_Def	F3/F3_split16.sparql	665
ES_N1_64_W1000_Def	F3/F3_split17.sparql	50
ES_N1_64_W1000_Def	F3/F3_split18.sparql	3506
ES_N1_64_W1000_Def	F3/F3_split19.sparql	2659
ES_N1_64_W1000_Def	F3/F3_split2.sparql	3511
ES_N1_64_W1000_Def	F3/F3_split3.sparql	3461
ES_N1_64_W1000_Def	F3/F3_split4.sparql	3506
ES_N1_64_W1000_Def	F3/F3_split5.sparql	2659
ES_N1_64_W1000_Def	F3/F3_split6.sparql	1425
ES_N1_64_W1000_Def	F3/F3_split7.sparql	5603
ES_N1_64_W1000_Def	F3/F3_split8.sparql	3461
ES_N1_64_W1000_Def	F3/F3_split9.sparql	13668
ES_N1_64_W1000_Def	F4/F4_split0.sparql	2254
ES_N1_64_W1000_Def	F4/F4_split1.sparql	58116
ES_N1_64_W1000_Def	F4/F4_split10.sparql	2203
ES_N1_64_W1000_Def	F4/F4_split11.sparql	2619
ES_N1_64_W1000_Def	F4/F4_split12.sparql	3389
ES_N1_64_W1000_Def	F4/F4_split13.sparql	3293
ES_N1_64_W1000_Def	F4/F4_split14.sparql	2321
ES_N1_64_W1000_Def	F4/F4_split15.sparql	58566
ES_N1_64_W1000_Def	F4/F4_split16.sparql	5731
ES_N1_64_W1000_Def	F4/F4_split17.sparql	2469
ES_N1_64_W1000_Def	F4/F4_split18.sparql	3021
ES_N1_64_W1000_Def	F4/F4_split19.sparql	2397
ES_N1_64_W1000_Def	F4/F4_split2.sparql	2984
ES_N1_64_W1000_Def	F4/F4_split3.sparql	2984
ES_N1_64_W1000_Def	F4/F4_split4.sparql	58566
ES_N1_64_W1000_Def	F4/F4_split5.sparql	2469
ES_N1_64_W1000_Def	F4/F4_split6.sparql	58738
