sim_id	query_name	number_of_results
Flu_N1_64_Ont_Def_1	queries/xaa	1
Flu_N1_64_Ont_Def_1	queries/xab	2
Flu_N1_64_Ont_Def_1	queries/xac	1
Flu_N1_64_Ont_Def_1	queries/xad	0
Flu_N1_64_Ont_Def_1	queries/xae	1
Flu_N1_64_Ont_Def_1	queries/xaf	0
Flu_N1_64_Ont_Def_1	queries/xag	1
Flu_N1_64_Ont_Def_1	queries/xah	0
Flu_N1_64_Ont_Def_1	queries/xai	1
Flu_N1_64_Ont_Def_1	queries/xaj	2
Flu_N1_64_Ont_Def_1	queries/xak	1
Flu_N1_64_Ont_Def_1	queries/xal	1
Flu_N1_64_Ont_Def_1	queries/xam	0
Flu_N1_64_Ont_Def_1	queries/xan	1
Flu_N1_64_Ont_Def_1	queries/xao	0
Flu_N1_64_Ont_Def_1	queries/xap	0
Flu_N1_64_Ont_Def_1	queries/xaq	1
Flu_N1_64_Ont_Def_1	queries/xar	1
Flu_N1_64_Ont_Def_1	queries/xas	5
Flu_N1_64_Ont_Def_1	queries/xat	1
Flu_N1_64_Ont_Def_1	queries/xau	0
Flu_N1_64_Ont_Def_1	queries/xav	4
Flu_N1_64_Ont_Def_1	queries/xaw	1
Flu_N1_64_Ont_Def_1	queries/xax	1
Flu_N1_64_Ont_Def_1	queries/xay	0
Flu_N1_64_Ont_Def_1	queries/xaz	1
Flu_N1_64_Ont_Def_1	queries/xba	0
Flu_N1_64_Ont_Def_1	queries/xbb	0
Flu_N1_64_Ont_Def_1	queries/xbc	1
Flu_N1_64_Ont_Def_1	queries/xbd	0
Flu_N1_64_Ont_Def_1	queries/xbe	1
Flu_N1_64_Ont_Def_1	queries/xbf	0
Flu_N1_64_Ont_Def_1	queries/xbg	1
Flu_N1_64_Ont_Def_1	queries/xbh	1
Flu_N1_64_Ont_Def_1	queries/xbi	0
Flu_N1_64_Ont_Def_1	queries/xbj	1
Flu_N1_64_Ont_Def_1	queries/xbk	1
Flu_N1_64_Ont_Def_1	queries/xbl	0
Flu_N1_64_Ont_Def_1	queries/xbm	1
Flu_N1_64_Ont_Def_1	queries/xbn	1
Flu_N1_64_Ont_Def_1	queries/xbo	1
Flu_N1_64_Ont_Def_1	queries/xbs	1
Flu_N1_64_Ont_Def_1	queries/xbt	1
Flu_N1_64_Ont_Def_1	queries/xbu	1
Flu_N1_64_Ont_Def_1	queries/xbv	1
Flu_N1_64_Ont_Def_1	queries/xbw	0
Flu_N1_64_Ont_Def_1	queries/xbx	1
Flu_N1_64_Ont_Def_1	queries/xby	0
Flu_N1_64_Ont_Def_1	queries/xbz	18
Flu_N1_64_Ont_Def_1	queries/xca	1
Flu_N1_64_Ont_Def_1	queries/xcb	1
Flu_N1_64_Ont_Def_1	queries/xcc	10
Flu_N1_64_Ont_Def_1	queries/xcd	1
Flu_N1_64_Ont_Def_1	queries/xce	20
Flu_N1_64_Ont_Def_1	queries/xcf	1001
Flu_N1_64_Ont_Def_1	queries/xcg	1
Flu_N1_64_Ont_Def_1	queries/xch	1
Flu_N1_64_Ont_Def_1	queries/xci	0
Flu_N1_64_Ont_Def_1	queries/xcj	1
Flu_N1_64_Ont_Def_1	queries/xck	1
Flu_N1_64_Ont_Def_1	queries/xcl	1
Flu_N1_64_Ont_Def_1	queries/xcm	1
Flu_N1_64_Ont_Def_1	queries/xcn	1
Flu_N1_64_Ont_Def_1	queries/xco	6
Flu_N1_64_Ont_Def_1	queries/xcp	1
Flu_N1_64_Ont_Def_1	queries/xcq	1
Flu_N1_64_Ont_Def_1	queries/xcs	1
Flu_N1_64_Ont_Def_1	queries/xct	1
Flu_N1_64_Ont_Def_1	queries/xcu	1
Flu_N1_64_Ont_Def_1	queries/xcv	1
Flu_N1_64_Ont_Def_1	queries/xcw	1
Flu_N1_64_Ont_Def_1	queries/xcx	0
Flu_N1_64_Ont_Def_1	queries/xcy	1
Flu_N1_64_Ont_Def_1	queries/xcz	1
Flu_N1_64_Ont_Def_1	queries/xda	1
Flu_N1_64_Ont_Def_1	queries/xdb	0
Flu_N1_64_Ont_Def_1	queries/xdc	0
Flu_N1_64_Ont_Def_1	queries/xdd	1
Flu_N1_64_Ont_Def_1	queries/xde	1
Flu_N1_64_Ont_Def_1	queries/xdf	0
Flu_N1_64_Ont_Def_1	queries/xdg	1
Flu_N1_64_Ont_Def_1	queries/xdh	0
Flu_N1_64_Ont_Def_1	queries/xdi	0
Flu_N1_64_Ont_Def_1	queries/xdj	1
Flu_N1_64_Ont_Def_1	queries/xdk	1
Flu_N1_64_Ont_Def_1	queries/xdl	1
Flu_N1_64_Ont_Def_1	queries/xdm	0
Flu_N1_64_Ont_Def_1	queries/xdn	0
Flu_N1_64_Ont_Def_1	queries/xdo	0
Flu_N1_64_Ont_Def_1	queries/xdp	0
Flu_N1_64_Ont_Def_1	queries/xdq	1
Flu_N1_64_Ont_Def_1	queries/xdr	1
Flu_N1_64_Ont_Def_1	queries/xds	2
Flu_N1_64_Ont_Def_1	queries/xdt	1
Flu_N1_64_Ont_Def_1	queries/xdu	1
Flu_N1_64_Ont_Def_1	queries/xdv	2
Flu_N1_64_Ont_Def_1	queries/xdw	1
Flu_N1_64_Ont_Def_1	queries/xdx	1
Flu_N1_64_Ont_Def_1	queries/xdy	1
Flu_N1_64_Ont_Def_1	queries/xdz	1
