sim_id	query_name	number_of_results
Vir_N3_64_Ont_Opt_0	queries/xaa	1
Vir_N3_64_Ont_Opt_0	queries/xab	2
Vir_N3_64_Ont_Opt_0	queries/xac	1
Vir_N3_64_Ont_Opt_0	queries/xad	0
Vir_N3_64_Ont_Opt_0	queries/xae	1
Vir_N3_64_Ont_Opt_0	queries/xag	1
Vir_N3_64_Ont_Opt_0	queries/xah	0
Vir_N3_64_Ont_Opt_0	queries/xai	1
Vir_N3_64_Ont_Opt_0	queries/xaj	2
Vir_N3_64_Ont_Opt_0	queries/xak	1
Vir_N3_64_Ont_Opt_0	queries/xal	1
Vir_N3_64_Ont_Opt_0	queries/xam	0
Vir_N3_64_Ont_Opt_0	queries/xan	1
Vir_N3_64_Ont_Opt_0	queries/xao	0
Vir_N3_64_Ont_Opt_0	queries/xap	0
Vir_N3_64_Ont_Opt_0	queries/xaq	1
Vir_N3_64_Ont_Opt_0	queries/xar	1
Vir_N3_64_Ont_Opt_0	queries/xas	5
Vir_N3_64_Ont_Opt_0	queries/xat	1
Vir_N3_64_Ont_Opt_0	queries/xau	0
Vir_N3_64_Ont_Opt_0	queries/xav	4
Vir_N3_64_Ont_Opt_0	queries/xaw	1
Vir_N3_64_Ont_Opt_0	queries/xax	1
Vir_N3_64_Ont_Opt_0	queries/xay	0
Vir_N3_64_Ont_Opt_0	queries/xaz	1
Vir_N3_64_Ont_Opt_0	queries/xba	0
Vir_N3_64_Ont_Opt_0	queries/xbb	0
Vir_N3_64_Ont_Opt_0	queries/xbc	1
Vir_N3_64_Ont_Opt_0	queries/xbe	1
Vir_N3_64_Ont_Opt_0	queries/xbf	0
Vir_N3_64_Ont_Opt_0	queries/xbg	1
Vir_N3_64_Ont_Opt_0	queries/xbh	1
Vir_N3_64_Ont_Opt_0	queries/xbi	0
Vir_N3_64_Ont_Opt_0	queries/xbj	1
Vir_N3_64_Ont_Opt_0	queries/xbk	1
Vir_N3_64_Ont_Opt_0	queries/xbl	0
Vir_N3_64_Ont_Opt_0	queries/xbm	1
Vir_N3_64_Ont_Opt_0	queries/xbn	1
Vir_N3_64_Ont_Opt_0	queries/xbo	1
Vir_N3_64_Ont_Opt_0	queries/xbq	1
Vir_N3_64_Ont_Opt_0	queries/xbs	1
Vir_N3_64_Ont_Opt_0	queries/xbt	1
Vir_N3_64_Ont_Opt_0	queries/xbu	1
Vir_N3_64_Ont_Opt_0	queries/xbv	1
Vir_N3_64_Ont_Opt_0	queries/xbw	0
Vir_N3_64_Ont_Opt_0	queries/xbx	1
Vir_N3_64_Ont_Opt_0	queries/xby	0
Vir_N3_64_Ont_Opt_0	queries/xbz	18
Vir_N3_64_Ont_Opt_0	queries/xca	1
Vir_N3_64_Ont_Opt_0	queries/xcb	1
Vir_N3_64_Ont_Opt_0	queries/xcc	10
Vir_N3_64_Ont_Opt_0	queries/xcd	1
Vir_N3_64_Ont_Opt_0	queries/xce	20
Vir_N3_64_Ont_Opt_0	queries/xcf	1001
Vir_N3_64_Ont_Opt_0	queries/xcg	1
