query_name	thread_type	success	errors	timeouts	median_runtime
queries/xzaqc	warmup	0.0	1.0	0.0	1200.0
queries/xab	warmup	1.0	0.0	0.0	0.040591512
queries/xag	warmup	1.0	0.0	0.0	0.484244371
queries/xai	warmup	1.0	0.0	0.0	0.011840144
queries/xak	warmup	1.0	0.0	0.0	1.2584480960000002
queries/xal	warmup	1.0	0.0	0.0	0.008963473000000001
queries/xar	warmup	1.0	0.0	0.0	0.022339618
queries/xaw	warmup	1.0	0.0	0.0	0.011022468999999998
queries/xaz	warmup	1.0	0.0	0.0	0.008413361
queries/xbt	warmup	1.0	0.0	0.0	0.011121677
queries/xcc	warmup	1.0	0.0	0.0	0.018011453
queries/xck	warmup	1.0	0.0	0.0	0.788722851
queries/xcl	warmup	1.0	0.0	0.0	0.218435011
queries/xcm	warmup	1.0	0.0	0.0	0.024492263
queries/xco	warmup	1.0	0.0	0.0	0.009660899
queries/xdg	warmup	1.0	0.0	0.0	0.01093373
queries/xdi	warmup	1.0	0.0	0.0	0.009363836
queries/xdl	warmup	1.0	0.0	0.0	64.211241736
queries/xdq	warmup	1.0	0.0	0.0	0.007921207
queries/xem	warmup	1.0	0.0	0.0	0.008986011
queries/xep	warmup	1.0	0.0	0.0	0.011308695
queries/xeu	warmup	1.0	0.0	0.0	0.022136042
queries/xev	warmup	1.0	0.0	0.0	0.461786881
queries/xex	warmup	1.0	0.0	0.0	1.06783381
queries/xfe	warmup	1.0	0.0	0.0	0.009048752
queries/xfh	warmup	1.0	0.0	0.0	0.008312004
queries/xft	warmup	1.0	0.0	0.0	0.008944945000000001
queries/xfw	warmup	1.0	0.0	0.0	2.180808147
queries/xgb	warmup	1.0	0.0	0.0	0.010285367
queries/xgm	warmup	1.0	0.0	0.0	0.010037073
queries/xhb	warmup	1.0	0.0	0.0	0.006638724
queries/xhg	warmup	1.0	0.0	0.0	0.008358679
queries/xhp	warmup	1.0	0.0	0.0	0.010360766
queries/xhr	warmup	1.0	0.0	0.0	0.02719574
queries/xhs	warmup	1.0	0.0	0.0	0.007061875
queries/xht	warmup	1.0	0.0	0.0	0.24917834100000005
queries/xin	warmup	1.0	0.0	0.0	0.007955446
queries/xis	warmup	1.0	0.0	0.0	0.009748165999999999
queries/xit	warmup	1.0	0.0	0.0	0.019772806
queries/xjg	warmup	1.0	0.0	0.0	8.134254146
queries/xjo	warmup	1.0	0.0	0.0	1.361258
queries/xjp	warmup	1.0	0.0	0.0	2.297231753
queries/xkd	warmup	1.0	0.0	0.0	0.008778301
queries/xke	warmup	1.0	0.0	0.0	2.2313796590000003
queries/xkl	warmup	1.0	0.0	0.0	0.038086366
queries/xku	warmup	1.0	0.0	0.0	0.008482103999999999
queries/xli	warmup	1.0	0.0	0.0	0.308187975
queries/xlk	warmup	1.0	0.0	0.0	1142.083683887
queries/xlq	warmup	1.0	0.0	0.0	0.008520096999999999
queries/xlv	warmup	1.0	0.0	0.0	0.008305994
queries/xmg	warmup	1.0	0.0	0.0	0.048754186
queries/xnh	warmup	1.0	0.0	0.0	0.007895622
queries/xnk	warmup	1.0	0.0	0.0	0.008954717000000001
queries/xnp	warmup	1.0	0.0	0.0	0.009385567
queries/xnq	warmup	1.0	0.0	0.0	3.06066306
queries/xpd	warmup	1.0	0.0	0.0	0.014655361
queries/xpe	warmup	1.0	0.0	0.0	0.02205032
queries/xpj	warmup	1.0	0.0	0.0	0.008592034
queries/xpq	warmup	1.0	0.0	0.0	0.010502591
queries/xpy	warmup	1.0	0.0	0.0	52.277570458
queries/xqg	warmup	1.0	0.0	0.0	0.0076865940000000015
queries/xqj	warmup	1.0	0.0	0.0	0.01185503
queries/xqm	warmup	1.0	0.0	0.0	2.067440922
queries/xqq	warmup	1.0	0.0	0.0	0.008272165
queries/xra	warmup	1.0	0.0	0.0	0.008128034000000001
queries/xrv	warmup	1.0	0.0	0.0	1.150406172
queries/xsb	warmup	1.0	0.0	0.0	0.05715816
queries/xsh	warmup	1.0	0.0	0.0	0.009994712
queries/xss	warmup	1.0	0.0	0.0	8.145317902999999
queries/xsx	warmup	1.0	0.0	0.0	0.00992166
queries/xtb	warmup	1.0	0.0	0.0	0.033222427000000006
queries/xtc	warmup	1.0	0.0	0.0	0.008145665
queries/xtf	warmup	1.0	0.0	0.0	0.027565891000000002
queries/xtz	warmup	1.0	0.0	0.0	0.7492149010000001
queries/xub	warmup	1.0	0.0	0.0	0.007642144
queries/xut	warmup	1.0	0.0	0.0	3.763265837
queries/xux	warmup	1.0	0.0	0.0	0.009187084
queries/xuy	warmup	1.0	0.0	0.0	0.006834205
queries/xve	warmup	1.0	0.0	0.0	0.013837388
queries/xwd	warmup	1.0	0.0	0.0	0.009746026
queries/xwg	warmup	1.0	0.0	0.0	0.008037657
queries/xwm	warmup	1.0	0.0	0.0	0.02473925
queries/xwn	warmup	1.0	0.0	0.0	0.008850277
queries/xyb	warmup	1.0	0.0	0.0	0.008548375
queries/xyc	warmup	1.0	0.0	0.0	2.117795965
queries/xyg	warmup	1.0	0.0	0.0	0.008356608
queries/xyj	warmup	1.0	0.0	0.0	0.008411324000000001
queries/xyw	warmup	1.0	0.0	0.0	0.020657411
queries/xzaaz	warmup	1.0	0.0	0.0	0.007444578
queries/xzabb	warmup	1.0	0.0	0.0	57.030587544
queries/xzabe	warmup	1.0	0.0	0.0	0.008621480999999999
queries/xzabq	warmup	1.0	0.0	0.0	0.007264700999999998
queries/xzabs	warmup	1.0	0.0	0.0	0.009404734
queries/xzadb	warmup	1.0	0.0	0.0	0.286655916
queries/xzade	warmup	1.0	0.0	0.0	0.011894398999999998
queries/xzadi	warmup	1.0	0.0	0.0	0.048251342999999995
queries/xzadn	warmup	1.0	0.0	0.0	0.016180117
queries/xzado	warmup	1.0	0.0	0.0	0.012384703
queries/xzadt	warmup	1.0	0.0	0.0	0.030833209
queries/xzadu	warmup	1.0	0.0	0.0	0.005839123000000001
queries/xzady	warmup	1.0	0.0	0.0	2.174481826
queries/xzadz	warmup	1.0	0.0	0.0	0.009566709
queries/xzaei	warmup	1.0	0.0	0.0	0.030581596000000006
queries/xzaej	warmup	1.0	0.0	0.0	0.049488712
queries/xzaer	warmup	1.0	0.0	0.0	0.570017825
queries/xzaes	warmup	1.0	0.0	0.0	0.014445211000000001
queries/xzaev	warmup	1.0	0.0	0.0	2.156417136
queries/xzafc	warmup	1.0	0.0	0.0	0.6343547610000001
queries/xzafr	warmup	1.0	0.0	0.0	0.010463374
queries/xzafx	warmup	1.0	0.0	0.0	0.008929361
queries/xzagb	warmup	1.0	0.0	0.0	0.010424639
queries/xzagk	warmup	1.0	0.0	0.0	0.015833451000000002
queries/xzagn	warmup	1.0	0.0	0.0	91.133798829
queries/xzagu	warmup	1.0	0.0	0.0	4.624343627
queries/xzagw	warmup	1.0	0.0	0.0	0.008519721000000001
queries/xzagx	warmup	1.0	0.0	0.0	0.010685412
queries/xzahb	warmup	1.0	0.0	0.0	1.083863459
queries/xzahf	warmup	1.0	0.0	0.0	0.012204429
queries/xzahg	warmup	1.0	0.0	0.0	0.05338111
queries/xzahj	warmup	1.0	0.0	0.0	68.42350952700001
queries/xzahp	warmup	1.0	0.0	0.0	0.031222660000000006
queries/xzahq	warmup	1.0	0.0	0.0	0.008751989
queries/xzahs	warmup	1.0	0.0	0.0	0.0071863219999999985
queries/xzahw	warmup	1.0	0.0	0.0	0.007929232
queries/xzaih	warmup	1.0	0.0	0.0	0.00881992
queries/xzaip	warmup	1.0	0.0	0.0	0.010330199
queries/xzaiv	warmup	1.0	0.0	0.0	0.010771076000000001
queries/xzajh	warmup	1.0	0.0	0.0	0.009200672
queries/xzajk	warmup	1.0	0.0	0.0	0.029510019
queries/xzajm	warmup	1.0	0.0	0.0	1.785822512
queries/xzajp	warmup	1.0	0.0	0.0	0.008452548
queries/xzake	warmup	1.0	0.0	0.0	0.413557217
queries/xzakf	warmup	1.0	0.0	0.0	2.143715396
queries/xzakm	warmup	1.0	0.0	0.0	0.006296072
queries/xzakr	warmup	1.0	0.0	0.0	0.006955510000000001
queries/xzald	warmup	1.0	0.0	0.0	0.022087838
queries/xzalg	warmup	1.0	0.0	0.0	0.008450530000000001
queries/xzali	warmup	1.0	0.0	0.0	0.024550512000000003
queries/xzalx	warmup	1.0	0.0	0.0	0.00626321
queries/xzame	warmup	1.0	0.0	0.0	0.006866641999999999
queries/xzamf	warmup	1.0	0.0	0.0	0.5602648779999999
queries/xzamh	warmup	1.0	0.0	0.0	0.009088204
queries/xzamy	warmup	1.0	0.0	0.0	13.960275019000001
queries/xzamz	warmup	1.0	0.0	0.0	0.013984893
queries/xzank	warmup	1.0	0.0	0.0	0.009021915
queries/xzano	warmup	1.0	0.0	0.0	0.037045813
queries/xzaoa	warmup	1.0	0.0	0.0	0.0074082800000000015
queries/xzapk	warmup	1.0	0.0	0.0	0.008162502
queries/xzapu	warmup	1.0	0.0	0.0	0.010703149
queries/xzapv	warmup	1.0	0.0	0.0	0.010217927
queries/xzaql	warmup	1.0	0.0	0.0	0.028814372
queries/xzaqx	warmup	1.0	0.0	0.0	0.008660048
queries/xzard	warmup	1.0	0.0	0.0	678.691093401
queries/xzarl	warmup	1.0	0.0	0.0	0.009650909000000001
queries/xzarx	warmup	1.0	0.0	0.0	0.008328568000000001
queries/xzasd	warmup	1.0	0.0	0.0	0.012302184
queries/xzase	warmup	1.0	0.0	0.0	0.024165517
queries/xzasl	warmup	1.0	0.0	0.0	0.007569006
queries/xzasp	warmup	1.0	0.0	0.0	0.008526083
queries/xzasv	warmup	1.0	0.0	0.0	0.008893224
queries/xzatk	warmup	1.0	0.0	0.0	0.0071243259999999985
queries/xzatz	warmup	1.0	0.0	0.0	0.009299695
queries/xzaud	warmup	1.0	0.0	0.0	65.371367647
queries/xzauf	warmup	1.0	0.0	0.0	0.033189343
queries/xzauj	warmup	1.0	0.0	0.0	0.006443000000000001
queries/xzauo	warmup	1.0	0.0	0.0	0.008521515
queries/xzaut	warmup	1.0	0.0	0.0	65.746667202
queries/xzavb	warmup	1.0	0.0	0.0	0.059365012
queries/xzavm	warmup	1.0	0.0	0.0	0.010440494
queries/xzavt	warmup	1.0	0.0	0.0	210.470354926
queries/xzavy	warmup	1.0	0.0	0.0	0.008500942999999999
