query_name	thread_type	success	errors	timeouts	median_runtime
C1/C1_split0.sparql	stress	10	0.0	0.0	0.10925866349999999
C1/C1_split0.sparql	warmup	3	0.0	0.0	0.055942163
C1/C1_split1.sparql	stress	10	0.0	0.0	0.11611941349999999
C1/C1_split1.sparql	warmup	3	0.0	0.0	0.058209385
C1/C1_split10.sparql	stress	10	0.0	0.0	0.1284881175
C1/C1_split10.sparql	warmup	3	0.0	0.0	0.054483027
C1/C1_split11.sparql	stress	10	0.0	0.0	0.1037796655
C1/C1_split11.sparql	warmup	3	0.0	0.0	0.054570107
C1/C1_split12.sparql	stress	10	0.0	0.0	0.085762984
C1/C1_split12.sparql	warmup	3	0.0	0.0	0.051700198
C1/C1_split13.sparql	stress	10	0.0	0.0	0.1288523265
C1/C1_split13.sparql	warmup	3	0.0	0.0	0.056449533
C1/C1_split14.sparql	stress	10	0.0	0.0	0.09183077449999999
C1/C1_split14.sparql	warmup	3	0.0	0.0	0.053041973
C1/C1_split15.sparql	stress	10	0.0	0.0	0.10811328149999999
C1/C1_split15.sparql	warmup	3	0.0	0.0	0.057656772
C1/C1_split16.sparql	stress	10	0.0	0.0	0.13066527700000002
C1/C1_split16.sparql	warmup	3	0.0	0.0	0.05491711
C1/C1_split17.sparql	stress	10	0.0	0.0	0.10446387500000001
C1/C1_split17.sparql	warmup	3	0.0	0.0	0.058882505
C1/C1_split18.sparql	stress	10	0.0	0.0	0.1160329555
C1/C1_split18.sparql	warmup	3	0.0	0.0	0.056676664
C1/C1_split19.sparql	stress	10	0.0	0.0	0.1190926525
C1/C1_split19.sparql	warmup	3	0.0	0.0	0.054594375999999986
C1/C1_split2.sparql	stress	10	0.0	0.0	0.1241798455
C1/C1_split2.sparql	warmup	3	0.0	0.0	0.055268617
C1/C1_split20.sparql	stress	10	0.0	0.0	0.111322651
C1/C1_split20.sparql	warmup	3	0.0	0.0	0.074091376
C1/C1_split21.sparql	stress	10	0.0	0.0	0.1310724975
C1/C1_split21.sparql	warmup	3	0.0	0.0	0.059152409
C1/C1_split22.sparql	stress	10	0.0	0.0	0.111778322
C1/C1_split22.sparql	warmup	3	0.0	0.0	0.05398666
